商品,variant,sku,status,tier,cat,分類,ship_bucket,ship_est,ckb_cost,推定着地原価,cost_source,現価格,新通常価格,備考,PAIR対象,通常_売価,通常_粗利額,通常_粗利率,通常_限界利益,通常_BE_ROAS,通常_CPA上限,通常_倍率,SummerSale10_売価,SummerSale10_粗利額,SummerSale10_粗利率,SummerSale10_限界利益,SummerSale10_BE_ROAS,SummerSale10_CPA上限,SummerSale10_倍率,MB2点_売価,MB2点_粗利額,MB2点_粗利率,MB2点_限界利益,MB2点_BE_ROAS,MB2点_CPA上限,MB2点_倍率,MB3点以上_売価,MB3点以上_粗利額,MB3点以上_粗利率,MB3点以上_限界利益,MB3点以上_BE_ROAS,MB3点以上_CPA上限,MB3点以上_倍率,PAIR15_売価,PAIR15_粗利額,PAIR15_粗利率,PAIR15_限界利益,PAIR15_BE_ROAS,PAIR15_CPA上限,PAIR15_倍率
フェイクファー ブランケット,フェイクファーストライプ-ブルー / 150×200cm,a82c10cb9965aa01be6188d2ace920e0,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,549,1349,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-C,3980,2631,66.1%,2488,1.60,1741,2.95,,,,,,,,3582,2233,62.3%,2104,1.70,1473,2.66,3383,2034,60.1%,1912,1.77,1339,2.51,3383,2034,60.1%,1912,1.77,1339,2.51
フェイクファー ブランケット,フェイクファーストライプ-ブルー / 180×200cm,e1935a7a09805cba71df52da24f7116d,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-C,3980,2556,64.2%,2413,1.65,1689,2.79,,,,,,,,3582,2158,60.2%,2029,1.77,1420,2.52,3383,1959,57.9%,1837,1.84,1286,2.38,3383,1959,57.9%,1837,1.84,1286,2.38
フェイクファー ブランケット,フェイクファーストライプ-ターメリックイエロー / 100×150cm,327bd51c72444e3414a91a64a9da2896,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,324,1124,推定(ckb_cost + ship_est),3480,2980,100x150cm,P-C,2980,1856,62.3%,1749,1.70,1224,2.65,,,,,,,,2682,1558,58.1%,1461,1.84,1023,2.39,2533,1409,55.6%,1318,1.92,922,2.25,2533,1409,55.6%,1318,1.92,922,2.25
フェイクファー ブランケット,フェイクファーストライプ-ターメリックイエロー / 150×200cm,0f5576d828eee16041c802ec84715b87,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,549,1349,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-C,3980,2631,66.1%,2488,1.60,1741,2.95,,,,,,,,3582,2233,62.3%,2104,1.70,1473,2.66,3383,2034,60.1%,1912,1.77,1339,2.51,3383,2034,60.1%,1912,1.77,1339,2.51
フェイクファー ブランケット,フェイクファーストライプ-ターメリックイエロー / 180×200cm,9542c4e6f244ad5ae289368a369449a5,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-C,3980,2556,64.2%,2413,1.65,1689,2.79,,,,,,,,3582,2158,60.2%,2029,1.77,1420,2.52,3383,1959,57.9%,1837,1.84,1286,2.38,3383,1959,57.9%,1837,1.84,1286,2.38
フェイクファー ブランケット,フェイクファーストライプ-ライトパープル / 100×150cm,3aa1f9d26861f0c3645ee3a3e51bc028,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,324,1124,推定(ckb_cost + ship_est),3480,2980,100x150cm,P-C,2980,1856,62.3%,1749,1.70,1224,2.65,,,,,,,,2682,1558,58.1%,1461,1.84,1023,2.39,2533,1409,55.6%,1318,1.92,922,2.25,2533,1409,55.6%,1318,1.92,922,2.25
フェイクファー ブランケット,フェイクファーストライプ-ライトパープル / 150×200cm,1eccae5d97de019e00f4221da28f1c3f,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,549,1349,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-C,3980,2631,66.1%,2488,1.60,1741,2.95,,,,,,,,3582,2233,62.3%,2104,1.70,1473,2.66,3383,2034,60.1%,1912,1.77,1339,2.51,3383,2034,60.1%,1912,1.77,1339,2.51
フェイクファー ブランケット,フェイクファーストライプ-ライトパープル / 180×200cm,e80459fded21fd254cedb7f52adbe8ea,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-C,3980,2556,64.2%,2413,1.65,1689,2.79,,,,,,,,3582,2158,60.2%,2029,1.77,1420,2.52,3383,1959,57.9%,1837,1.84,1286,2.38,3383,1959,57.9%,1837,1.84,1286,2.38
フラワー キャットタワー,花柄（花パーツ取り外し可）,fb7d098a2ec2110da668c161e1344f1f,ACTIVE,tier-core,cat-tower,SUMMER_SALE,大型,3500,6897,10397,推定(ckb_cost + ship_est),31480,29980,Owner承認済み,—,29980,19583,65.3%,18504,1.62,12953,2.88,26982,16585,61.5%,15614,1.73,10930,2.60,,,,,,,,,,,,,,,,,,,,,
フラワー キャットタワー,ホワイト（花パーツ取り外し可）,fe5d75c6f93254e45c1becb57402bc81,ACTIVE,tier-core,cat-tower,SUMMER_SALE,大型,3500,6897,10397,推定(ckb_cost + ship_est),31480,29980,Owner承認済み,—,29980,19583,65.3%,18504,1.62,12953,2.88,26982,16585,61.5%,15614,1.73,10930,2.60,,,,,,,,,,,,,,,,,,,,,
フラワー フロアクッション,ピンク / 直径50cm,2bd54ec1a89a8bdc734f1b05693653c4,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,894,1694,推定(ckb_cost + ship_est),8480,5980,直径50cm,P-E,5980,4286,71.7%,4071,1.47,2850,3.53,,,,,,,,5382,3688,68.5%,3494,1.54,2446,3.18,5083,3389,66.7%,3206,1.59,2244,3.00,5083,3389,66.7%,3206,1.59,2244,3.00
フラワー フロアクッション,ピンク / 直径40cm,63de84b56a8a6923bcb25dbaf4c318e3,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,594,1394,推定(ckb_cost + ship_est),7480,5480,直径40cm,P-E,5480,4086,74.6%,3889,1.41,2722,3.93,,,,,,,,4932,3538,71.7%,3360,1.47,2352,3.54,4658,3264,70.1%,3096,1.50,2167,3.34,4658,3264,70.1%,3096,1.50,2167,3.34
フラワー フロアクッション,イエロー / 直径50cm,b37b05b63a8197c0526904d5fce41ee0,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,894,1694,推定(ckb_cost + ship_est),8480,5980,直径50cm,P-E,5980,4286,71.7%,4071,1.47,2850,3.53,,,,,,,,5382,3688,68.5%,3494,1.54,2446,3.18,5083,3389,66.7%,3206,1.59,2244,3.00,5083,3389,66.7%,3206,1.59,2244,3.00
フラワー フロアクッション,イエロー / 直径40cm,5c7f336a7adf8976ae5c478b5608b81a,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,594,1394,推定(ckb_cost + ship_est),7480,5480,直径40cm,P-E,5480,4086,74.6%,3889,1.41,2722,3.93,,,,,,,,4932,3538,71.7%,3360,1.47,2352,3.54,4658,3264,70.1%,3096,1.50,2167,3.34,4658,3264,70.1%,3096,1.50,2167,3.34
フラワー フロアクッション,グレー / 直径50cm,ad2d5830a7985734a04c8a7d6fccaefe,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,894,1694,推定(ckb_cost + ship_est),8480,5980,直径50cm,P-E,5980,4286,71.7%,4071,1.47,2850,3.53,,,,,,,,5382,3688,68.5%,3494,1.54,2446,3.18,5083,3389,66.7%,3206,1.59,2244,3.00,5083,3389,66.7%,3206,1.59,2244,3.00
フラワー フロアクッション,グレー / 直径40cm,20035f21512475bd686fb24c7e99119b,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,594,1394,推定(ckb_cost + ship_est),7480,5480,直径40cm,P-E,5480,4086,74.6%,3889,1.41,2722,3.93,,,,,,,,4932,3538,71.7%,3360,1.47,2352,3.54,4658,3264,70.1%,3096,1.50,2167,3.34,4658,3264,70.1%,3096,1.50,2167,3.34
フラワー フロアクッション,グリーン / 直径50cm,19c4dca0b8d42491f406f3d1dcc2fe0a,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,894,1694,推定(ckb_cost + ship_est),8480,5980,直径50cm,P-E,5980,4286,71.7%,4071,1.47,2850,3.53,,,,,,,,5382,3688,68.5%,3494,1.54,2446,3.18,5083,3389,66.7%,3206,1.59,2244,3.00,5083,3389,66.7%,3206,1.59,2244,3.00
フラワー フロアクッション,グリーン / 直径40cm,730b1b4096305a288f8a15defb663f8c,ACTIVE,tier-aov,cushion,MULTI_BUY,小物,800,594,1394,推定(ckb_cost + ship_est),7480,5480,直径40cm,P-E,5480,4086,74.6%,3889,1.41,2722,3.93,,,,,,,,4932,3538,71.7%,3360,1.47,2352,3.54,4658,3264,70.1%,3096,1.50,2167,3.34,4658,3264,70.1%,3096,1.50,2167,3.34
フラワーバッド テーブルランプ,充電式・タッチ式・3色調光 / レッド,d967da910e3b6ea7b627b1d9c288966c,ACTIVE,tier-core,lighting,MULTI_BUY,中型,1750,469,2219,推定(ckb_cost + ship_est),6980,5980,Owner承認済み,P-B / P-E,5980,3761,62.9%,3546,1.69,2482,2.69,,,,,,,,5382,3163,58.8%,2969,1.81,2078,2.43,5083,2864,56.3%,2681,1.90,1877,2.29,5083,2864,56.3%,2681,1.90,1877,2.29
フラワーバッド テーブルランプ,充電式・タッチ式・3色調光 / ホワイト,c1ded289d3375253bdea2c25abf7cea3,ACTIVE,tier-core,lighting,MULTI_BUY,中型,1750,469,2219,推定(ckb_cost + ship_est),6980,5980,Owner承認済み,P-B / P-E,5980,3761,62.9%,3546,1.69,2482,2.69,,,,,,,,5382,3163,58.8%,2969,1.81,2078,2.43,5083,2864,56.3%,2681,1.90,1877,2.29,5083,2864,56.3%,2681,1.90,1877,2.29
フラワーバッド テーブルランプ,充電式・タッチ式・3色調光 / ピンク,5c8ed019d1eb4dfa2f86c57e0ff40cfc,ACTIVE,tier-core,lighting,MULTI_BUY,中型,1750,469,2219,推定(ckb_cost + ship_est),6980,5980,Owner承認済み,P-B / P-E,5980,3761,62.9%,3546,1.69,2482,2.69,,,,,,,,5382,3163,58.8%,2969,1.81,2078,2.43,5083,2864,56.3%,2681,1.90,1877,2.29,5083,2864,56.3%,2681,1.90,1877,2.29
フラワーバッド テーブルランプ,充電式・タッチ式・3色調光 / イエロー,5355a954c7015707872313a25e6206e3,ACTIVE,tier-core,lighting,MULTI_BUY,中型,1750,469,2219,推定(ckb_cost + ship_est),6980,5980,Owner承認済み,P-B / P-E,5980,3761,62.9%,3546,1.69,2482,2.69,,,,,,,,5382,3163,58.8%,2969,1.81,2078,2.43,5083,2864,56.3%,2681,1.90,1877,2.29,5083,2864,56.3%,2681,1.90,1877,2.29
フランネル ブランケット,スペースグレイ / 100×150cm（約390g）,c4acced1debba629b67fea653ed982ab,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),3480,2980,100x150cm,P-D,2980,1881,63.1%,1774,1.68,1242,2.71,,,,,,,,2682,1583,59.0%,1486,1.80,1041,2.44,2533,1434,56.6%,1343,1.89,940,2.30,2533,1434,56.6%,1343,1.89,940,2.30
フランネル ブランケット,スペースグレイ / 150×200cm（約820g）,452655176431a63bad1928eadefe92dd,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2463,1.62,1724,2.90,,,,,,,,3582,2208,61.6%,2079,1.72,1455,2.61,3383,2009,59.4%,1887,1.79,1321,2.46,3383,2009,59.4%,1887,1.79,1321,2.46
フランネル ブランケット,スペースグレイ / 180×200cm（約950g）,4c641b92d632cc1367fe770d3c9b98a9,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2413,1.65,1689,2.79,,,,,,,,3582,2158,60.2%,2029,1.77,1420,2.52,3383,1959,57.9%,1837,1.84,1286,2.38,3383,1959,57.9%,1837,1.84,1286,2.38
フランネル ブランケット,ピンキー / 100×150cm（約390g）,1196318b1d4cdae7e370dc0d5e2f93df,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),3480,2980,100x150cm,P-D,2980,1881,63.1%,1774,1.68,1242,2.71,,,,,,,,2682,1583,59.0%,1486,1.80,1041,2.44,2533,1434,56.6%,1343,1.89,940,2.30,2533,1434,56.6%,1343,1.89,940,2.30
フランネル ブランケット,ピンキー / 150×200cm（約820g）,c646487cc16b82f676032ade9d67ff55,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2463,1.62,1724,2.90,,,,,,,,3582,2208,61.6%,2079,1.72,1455,2.61,3383,2009,59.4%,1887,1.79,1321,2.46,3383,2009,59.4%,1887,1.79,1321,2.46
フランネル ブランケット,ピンキー / 180×200cm（約950g）,f1feee9899f613978975ee1adfaefe36,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2413,1.65,1689,2.79,,,,,,,,3582,2158,60.2%,2029,1.77,1420,2.52,3383,1959,57.9%,1837,1.84,1286,2.38,3383,1959,57.9%,1837,1.84,1286,2.38
フランネル ブランケット,フルーツグリーン / 100×150cm（約390g）,2e8684b072b42006fb02724ee58d3213,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),3480,2980,100x150cm,P-D,2980,1881,63.1%,1774,1.68,1242,2.71,,,,,,,,2682,1583,59.0%,1486,1.80,1041,2.44,2533,1434,56.6%,1343,1.89,940,2.30,2533,1434,56.6%,1343,1.89,940,2.30
フランネル ブランケット,フルーツグリーン / 150×200cm（約820g）,3251606a990845aef651d2ad9fadf748,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2463,1.62,1724,2.90,,,,,,,,3582,2208,61.6%,2079,1.72,1455,2.61,3383,2009,59.4%,1887,1.79,1321,2.46,3383,2009,59.4%,1887,1.79,1321,2.46
フランネル ブランケット,フルーツグリーン / 180×200cm（約950g）,66d8ea11eba5ee0ce2b7b7b7b0e31660,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2413,1.65,1689,2.79,,,,,,,,3582,2158,60.2%,2029,1.77,1420,2.52,3383,1959,57.9%,1837,1.84,1286,2.38,3383,1959,57.9%,1837,1.84,1286,2.38
フランネル ブランケット,カーキ / 100×150cm（約390g）,f9ec1cd11bafd890b7f55f59a789ff06,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),3480,2980,100x150cm,P-D,2980,1881,63.1%,1774,1.68,1242,2.71,,,,,,,,2682,1583,59.0%,1486,1.80,1041,2.44,2533,1434,56.6%,1343,1.89,940,2.30,2533,1434,56.6%,1343,1.89,940,2.30
フランネル ブランケット,カーキ / 150×200cm（約820g）,c913286878c0dfb3693ccb409a458ddf,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2463,1.62,1724,2.90,,,,,,,,3582,2208,61.6%,2079,1.72,1455,2.61,3383,2009,59.4%,1887,1.79,1321,2.46,3383,2009,59.4%,1887,1.79,1321,2.46
フランネル ブランケット,カーキ / 180×200cm（約950g）,dfb471855e0606419c6bef5bc00359fb,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2413,1.65,1689,2.79,,,,,,,,3582,2158,60.2%,2029,1.77,1420,2.52,3383,1959,57.9%,1837,1.84,1286,2.38,3383,1959,57.9%,1837,1.84,1286,2.38
フランネル ブランケット,ブルーグレー / 100×150cm（約390g）,1197ee2cdeea09dccfbb51439b8b4f15,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),3480,2980,100x150cm,P-D,2980,1881,63.1%,1774,1.68,1242,2.71,,,,,,,,2682,1583,59.0%,1486,1.80,1041,2.44,2533,1434,56.6%,1343,1.89,940,2.30,2533,1434,56.6%,1343,1.89,940,2.30
フランネル ブランケット,ブルーグレー / 150×200cm（約820g）,1d3ecc01bf4ae9cd69951920a662f826,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2463,1.62,1724,2.90,,,,,,,,3582,2208,61.6%,2079,1.72,1455,2.61,3383,2009,59.4%,1887,1.79,1321,2.46,3383,2009,59.4%,1887,1.79,1321,2.46
フランネル ブランケット,ブルーグレー / 180×200cm（約950g）,4a3bc10f14e4c1ce6cd037cf909d4291,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2413,1.65,1689,2.79,,,,,,,,3582,2158,60.2%,2029,1.77,1420,2.52,3383,1959,57.9%,1837,1.84,1286,2.38,3383,1959,57.9%,1837,1.84,1286,2.38
フランネル ブランケット,オフホワイト / 100×150cm（約390g）,55440b7f0d45a7a0fc14e08952a8d76d,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),3480,2980,100x150cm,P-D,2980,1881,63.1%,1774,1.68,1242,2.71,,,,,,,,2682,1583,59.0%,1486,1.80,1041,2.44,2533,1434,56.6%,1343,1.89,940,2.30,2533,1434,56.6%,1343,1.89,940,2.30
フランネル ブランケット,オフホワイト / 150×200cm（約820g）,e47a06781d253236d1113288a722b998,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2463,1.62,1724,2.90,,,,,,,,3582,2208,61.6%,2079,1.72,1455,2.61,3383,2009,59.4%,1887,1.79,1321,2.46,3383,2009,59.4%,1887,1.79,1321,2.46
フランネル ブランケット,オフホワイト / 180×200cm（約950g）,b6363a92b7a64b03eed32322b6515cb2,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2413,1.65,1689,2.79,,,,,,,,3582,2158,60.2%,2029,1.77,1420,2.52,3383,1959,57.9%,1837,1.84,1286,2.38,3383,1959,57.9%,1837,1.84,1286,2.38
フランネル ブランケット,カラメル / 100×150cm（約390g）,e90ba25225f6287e4549dd2772c7dfbe,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),3480,2980,100x150cm,P-D,2980,1881,63.1%,1774,1.68,1242,2.71,,,,,,,,2682,1583,59.0%,1486,1.80,1041,2.44,2533,1434,56.6%,1343,1.89,940,2.30,2533,1434,56.6%,1343,1.89,940,2.30
フランネル ブランケット,カラメル / 150×200cm（約820g）,db3b3aeed211745fd805473087efb4c0,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2463,1.62,1724,2.90,,,,,,,,3582,2208,61.6%,2079,1.72,1455,2.61,3383,2009,59.4%,1887,1.79,1321,2.46,3383,2009,59.4%,1887,1.79,1321,2.46
フランネル ブランケット,カラメル / 180×200cm（約950g）,5007adb61e1ed4a493a48f67b171aa22,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2413,1.65,1689,2.79,,,,,,,,3582,2158,60.2%,2029,1.77,1420,2.52,3383,1959,57.9%,1837,1.84,1286,2.38,3383,1959,57.9%,1837,1.84,1286,2.38
フランネル ブランケット,フォググレー / 100×150cm（約390g）,c4584d40eeed582143775e8ec675c943,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),3480,2980,100x150cm,P-D,2980,1881,63.1%,1774,1.68,1242,2.71,,,,,,,,2682,1583,59.0%,1486,1.80,1041,2.44,2533,1434,56.6%,1343,1.89,940,2.30,2533,1434,56.6%,1343,1.89,940,2.30
フランネル ブランケット,フォググレー / 150×200cm（約820g）,142eb05285cad0a4ab99342734d5801d,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2463,1.62,1724,2.90,,,,,,,,3582,2208,61.6%,2079,1.72,1455,2.61,3383,2009,59.4%,1887,1.79,1321,2.46,3383,2009,59.4%,1887,1.79,1321,2.46
フランネル ブランケット,フォググレー / 180×200cm（約950g）,bdfedfa8a7216b2b44d2c1f39498225e,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2413,1.65,1689,2.79,,,,,,,,3582,2158,60.2%,2029,1.77,1420,2.52,3383,1959,57.9%,1837,1.84,1286,2.38,3383,1959,57.9%,1837,1.84,1286,2.38
フランネル ブランケット,ライトグレー / 100×150cm（約390g）,0aeadce8618637984c4ccdd619804b74,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),3480,2980,100x150cm,P-D,2980,1881,63.1%,1774,1.68,1242,2.71,,,,,,,,2682,1583,59.0%,1486,1.80,1041,2.44,2533,1434,56.6%,1343,1.89,940,2.30,2533,1434,56.6%,1343,1.89,940,2.30
フランネル ブランケット,ライトグレー / 150×200cm（約820g）,0d4d0b49ecfad1aa9d9eecfa80d87361,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2463,1.62,1724,2.90,,,,,,,,3582,2208,61.6%,2079,1.72,1455,2.61,3383,2009,59.4%,1887,1.79,1321,2.46,3383,2009,59.4%,1887,1.79,1321,2.46
フランネル ブランケット,ライトグレー / 180×200cm（約950g）,128863319c7884484770419caa56efa9,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2413,1.65,1689,2.79,,,,,,,,3582,2158,60.2%,2029,1.77,1420,2.52,3383,1959,57.9%,1837,1.84,1286,2.38,3383,1959,57.9%,1837,1.84,1286,2.38
フランネル ブランケット,イエロー / 100×150cm（約390g）,d6bdcee64f5750d6950fab1173e82c0f,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),3480,2980,100x150cm,P-D,2980,1881,63.1%,1774,1.68,1242,2.71,,,,,,,,2682,1583,59.0%,1486,1.80,1041,2.44,2533,1434,56.6%,1343,1.89,940,2.30,2533,1434,56.6%,1343,1.89,940,2.30
フランネル ブランケット,イエロー / 150×200cm（約820g）,0bfde4a02208f5e75f575e54cbb29e74,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2463,1.62,1724,2.90,,,,,,,,3582,2208,61.6%,2079,1.72,1455,2.61,3383,2009,59.4%,1887,1.79,1321,2.46,3383,2009,59.4%,1887,1.79,1321,2.46
フランネル ブランケット,イエロー / 180×200cm（約950g）,83632dbf2bc5c22665ddaad80fcf3e78,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2413,1.65,1689,2.79,,,,,,,,3582,2158,60.2%,2029,1.77,1420,2.52,3383,1959,57.9%,1837,1.84,1286,2.38,3383,1959,57.9%,1837,1.84,1286,2.38
フランネル ブランケット,バイオレット / 100×150cm（約390g）,1e44264a5c02b85dff99e19db7947ec5,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,299,1099,推定(ckb_cost + ship_est),3480,2980,100x150cm,P-D,2980,1881,63.1%,1774,1.68,1242,2.71,,,,,,,,2682,1583,59.0%,1486,1.80,1041,2.44,2533,1434,56.6%,1343,1.89,940,2.30,2533,1434,56.6%,1343,1.89,940,2.30
フランネル ブランケット,バイオレット / 150×200cm（約820g）,019ce43de93970505071df6e000bf6cb,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,574,1374,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2606,65.5%,2463,1.62,1724,2.90,,,,,,,,3582,2208,61.6%,2079,1.72,1455,2.61,3383,2009,59.4%,1887,1.79,1321,2.46,3383,2009,59.4%,1887,1.79,1321,2.46
フランネル ブランケット,バイオレット / 180×200cm（約950g）,e9435186290cd889a961fef393727ba3,ACTIVE,tier-aov,textile,MULTI_BUY,小物,800,624,1424,推定(ckb_cost + ship_est),4480,3980,150x200 / 180x200cm,P-D,3980,2556,64.2%,2413,1.65,1689,2.79,,,,,,,,3582,2158,60.2%,2029,1.77,1420,2.52,3383,1959,57.9%,1837,1.84,1286,2.38,3383,1959,57.9%,1837,1.84,1286,2.38
プラッシュ クッション,両面-Wパターンベージュ / 45* 45センチメートル（コアなし）,da7295269ce19e20aa497af582e1a0bb,DRAFT,tier-aov,cushion,除外_DRAFT,小物,800,344,1144,推定(ckb_cost + ship_est),3480,3480,価格設計対象外(除外_DRAFT),—,3480,2336,67.1%,2211,1.57,1548,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
プラッシュ クッション,両面-W柄レザーパウダー / 45* 45センチメートル（コアなし）,a52fdeba31cb7e146072603005a52b5f,DRAFT,tier-aov,cushion,除外_DRAFT,小物,800,344,1144,推定(ckb_cost + ship_est),3480,3480,価格設計対象外(除外_DRAFT),—,3480,2336,67.1%,2211,1.57,1548,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
プラッシュ クッション,両面-Wパターン、グレー / 45* 45センチメートル（コアなし）,4e792efd816ff3ab09bc87f3e70446e8,DRAFT,tier-aov,cushion,除外_DRAFT,小物,800,344,1144,推定(ckb_cost + ship_est),3480,3480,価格設計対象外(除外_DRAFT),—,3480,2336,67.1%,2211,1.57,1548,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
プラッシュ クッション,両面-W柄、ライトブラウン / 45* 45センチメートル（コアなし）,8b6b1edfd7b7a99c731285c4f2e14ec6,DRAFT,tier-aov,cushion,除外_DRAFT,小物,800,344,1144,推定(ckb_cost + ship_est),3480,3480,価格設計対象外(除外_DRAFT),—,3480,2336,67.1%,2211,1.57,1548,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
プラッシュ クッション,両面-A字型フラワーベージュ / 45* 45センチメートル（コアなし）,a85c759b184efcad7b292631d65261c8,DRAFT,tier-aov,cushion,除外_DRAFT,小物,800,299,1099,推定(ckb_cost + ship_est),3480,3480,価格設計対象外(除外_DRAFT),—,3480,2381,68.4%,2256,1.54,1579,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
